[0, '****************', '************************************************', '111110100001011000111110110110111010100100100110', '****************', '************', '***', '********************************', '01110011101000111010101100011110', '******', '********', '0000000001000011', '0000000010000000']
[5069, '****************', '************************************************', '111110100001011000111110101011111001011011111011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000100000']
[5070, '****************', '************************************************', '111110100001011000111110010011010000001111001111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000001000']
[5071, '****************', '************************************************', '111110100001011000111110110111100011000100000111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000000100']
[5072, '****************', '************************************************', '000000010000000000000000100010011001101011100011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1000000000000000']
[5073, '****************', '************************************************', '111110100001011000111110001110111000101011100111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0010000000000000']
[5074, '****************', '************************************************', '111110100001011000111110100111010110101111011000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000100000000000']
[5075, '****************', '************************************************', '111110100001011000111110000000010111000111010001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000001000000']
[5076, '****************', '************************************************', '111110100001011000111110111101111101001011111000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000010000000000']
[5077, '****************', '************************************************', '111110100001011000111110011010101010111011000010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000010000000']
[5078, '****************', '************************************************', '111110100001011000111110011001011111101010111000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000000100']
[5079, '****************', '************************************************', '111110100001011000111110100100010001101101110001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000001000000000']
[5080, '****************', '************************************************', '111110100001011000111110111011110110011111101001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000010000000']
[5081, '****************', '************************************************', '111110100001011000111110000010110000110010111110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000010000000']
[5082, '****************', '111110100001011000111110100100001111111001001110', '************************************************', '0000100000000000', '************', '***', '00001101011011111011101001100000', '********************************', '******', '00010001', '****************', '0000001000000000']
[5083, '****************', '111110100001011000111110100100001001111010111100', '************************************************', '0000100000000000', '************', '***', '00001101011011111011101001100000', '********************************', '******', '00000110', '****************', '0001000000000000']
[5084, '****************', '************************************************', '111110100001011000111110001110010000111111111010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1000000000000000']
[5085, '****************', '************************************************', '111110100001011000111110011110010100111011111001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000010000000']
[5086, '****************', '************************************************', '111110100001011000111110111001010111001111100001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000100000000']
[5087, '****************', '************************************************', '111110100001011000111110010101111010111101010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000000001']
[5088, '****************', '************************************************', '111110100001011000111110011001111010000011011001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000100000000000']
[5089, '****************', '************************************************', '111110100001011000111110100000101110011111010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '1000000000000000']
[5090, '****************', '************************************************', '111110100001011000111110001110101111011010111101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000001000000']
[5091, '****************', '************************************************', '111110100001011000111110011110011010010001101011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1111111111111110']
[5092, '****************', '************************************************', '111110100001011000111110010000100110011000111011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0010000000000000']
[5093, '****************', '************************************************', '111110100001011000111110110110110001011101110110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '1000000000000000']
[5094, '****************', '************************************************', '111110100001011000111110101011011001000011110011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1000000000000000']
[5095, '****************', '************************************************', '111110100001011000111110010011100110001111100100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1111111110000000']
[5096, '****************', '************************************************', '111110100001011000111110101001100110000011111000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0001000000000000']
[5097, '****************', '************************************************', '111110100001011000111110111101101001101111101101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0010000000000000']
[5098, '****************', '************************************************', '111110100001011000111110001010011010001111011100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000000100']
[5099, '****************', '************************************************', '111110100001011000111110111100101111101101011101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '1111111111100000']
[5100, '****************', '************************************************', '111110100001011000111110101111100000111001111001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0100000000000000']
[5101, '****************', '************************************************', '111110100001011000111110001111100110011100100111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000001000']
[5102, '****************', '************************************************', '111110100001011000111110000011001001011100111011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000010000']
[5103, '****************', '************************************************', '111110100001011000111110000110100011000111010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000001000011']
[5104, '****************', '************************************************', '111110100001011000111110011101101001111101000111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0100000000000000']
[5105, '****************', '111110100001011000111110011100000001111110011010', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110011101', '********************************', '******', '00000110', '****************', '1111111111100000']
[5106, '****************', '************************************************', '111110100001011000111110000111101100110001000010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000000010']
[5107, '****************', '111110100001011000111110000001000101000111011100', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110011101', '********************************', '******', '00000110', '****************', '0000000100000000']
[5108, '****************', '************************************************', '111110100001011000111110000001000100111011011001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1111000000000000']
[5109, '****************', '111110100001011000111110110000011101110110101011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110010001', '********************************', '******', '00000110', '****************', '0000000000000100']
[5110, '****************', '111110100001011000111110111100001000111110000011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110010001', '********************************', '******', '00000110', '****************', '0000000000100000']
[5111, '****************', '************************************************', '111110100001011000111110111000010000001110101011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000001000011']
[5112, '****************', '111110100001011000111110011110000001001010100000', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110010010', '********************************', '******', '00010001', '****************', '0000000000010000']
[5113, '****************', '************************************************', '111110100001011000111110001001110110111100001000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000001000011']
[5114, '****************', '************************************************', '111110100001011000111110011111100100010111010011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000000000001']
[5115, '****************', '************************************************', '111110100001011000111110100100111101110000100111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000001000']
[5116, '****************', '111110100001011000111110101110000010110010110011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110001001', '********************************', '******', '00010001', '****************', '0000010000000000']
[5117, '****************', '************************************************', '111110100001011000111110010000101100111111010001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000000001']
[5118, '****************', '************************************************', '111110100001011000111110111100111111001011001100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000010000000']
[5119, '****************', '************************************************', '111110100001011000111110110010001011011011101101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000001000000']
[5120, '****************', '111110100001011000111110011100000001011100111101', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110001001', '********************************', '******', '00010001', '****************', '0000000100000000']
[5121, '****************', '************************************************', '111110100001011000111110000101111000111111101101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0010000000000000']
[5122, '****************', '************************************************', '111110100001011000111110000001001110111001001000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0100000000000000']
[5123, '****************', '************************************************', '111110100001011000111110110001100100000000101111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '1000000000000000']
[5124, '****************', '************************************************', '111110100001011000111110011111000001100011011111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '0000000010000000']
[5125, '****************', '************************************************', '111110100001011000111110111111011001011110010010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00000110', '****************', '1000000000000000']
[5126, '****************', '111110100001011000111110101011110110100100100110', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110001001', '********************************', '******', '00000110', '****************', '0000000000000100']
[5127, '****************', '************************************************', '111110100001011000111110100011011000110011011101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000100000000000']
[5128, '****************', '************************************************', '111110100001011000111110110011101000000101101010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000100000000000']
[5129, '****************', '111110100001011000111110011110100000010110001110', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110000001', '********************************', '******', '00010001', '****************', '0000000010000000']
[5130, '****************', '************************************************', '111110100001011000111110100111010110001101110010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000000010']
[5131, '****************', '************************************************', '111110100001011000111110100100000100000100010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110101011010', '******', '00010001', '****************', '0000000000001000']
[5132, '****************', '************************************************', '111110100001011000111110101111111000011111001010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000000100']
[5133, '****************', '111110100001011000111110111110011101111001110001', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110100100', '********************************', '******', '00010001', '****************', '1100000000000000']
[5134, '****************', '************************************************', '111110100001011000111110101010011100100100000010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000010000']
[5135, '****************', '************************************************', '111110100001011000111110000011111110101110111111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000001000011']
[5136, '****************', '111110100001011000111110001011001011011100000111', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110100100', '********************************', '******', '00000110', '****************', '0010000000000000']
[5137, '****************', '************************************************', '111110100001011000111110101100000001111001011001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000001000']
[5138, '****************', '111110100001011000111110000111100000101010000010', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110100100', '********************************', '******', '00000110', '****************', '0000100000000000']
[5139, '****************', '************************************************', '111110100001011000111110101001010110011111111011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5140, '****************', '************************************************', '111110100001011000111110111010000101011110010101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '1000000000000000']
[5141, '****************', '************************************************', '111110100001011000111110001111000101111100110010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000001000000000']
[5142, '****************', '************************************************', '111110100001011000111110010000110010011001100101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000010000000000']
[5143, '****************', '************************************************', '111110100001011000111110100001101110100000101100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000100000']
[5144, '****************', '************************************************', '111110100001011000111110001101100001110000001101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000000010']
[5145, '****************', '************************************************', '111110100001011000111110100111000100010001111010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000001000000000']
[5146, '****************', '111110100001011000111110110010000100101111100001', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110111001', '********************************', '******', '00010001', '****************', '0000000001000000']
[5147, '****************', '************************************************', '111110100001011000111110010100001101011101110111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000010000000']
[5148, '****************', '111110100001011000111110110011111001011111100011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110111001', '********************************', '******', '00010001', '****************', '0000000100000000']
[5149, '****************', '111110100001011000111110000000111000000111100011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110111001', '********************************', '******', '00010001', '****************', '1000000000000000']
[5150, '****************', '************************************************', '111110100001011000111110101111110101000000010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5151, '****************', '************************************************', '111110100001011000111110010110010000110111001100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000000001']
[5152, '****************', '************************************************', '111110100001011000111110111101011010110001001001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '1111111111111100']
[5153, '****************', '111110100001011000111110010001101100010010100000', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110111110', '********************************', '******', '00000110', '****************', '0000000010000000']
[5154, '****************', '************************************************', '111110100001011000111110000001100100011000111100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5155, '****************', '************************************************', '111110100001011000111110001101011001100011011010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0010000000000000']
[5156, '****************', '************************************************', '111110100001011000111110011101010110011000111111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000001000100']
[5157, '****************', '************************************************', '111110100001011000111110011110011010010110011001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000010000000000']
[5158, '****************', '111110100001011000111110011000101001000110101100', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001110110110', '********************************', '******', '00000110', '****************', '0000000100000000']
[5159, '****************', '************************************************', '111110100001011000111110000110101111110000000011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0010000000000000']
[5160, '****************', '************************************************', '111110100001011000111110011000110010111011010000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000001000']
[5161, '****************', '************************************************', '111110100001011000111110001010111000111101110110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000100000000000']
[5162, '****************', '************************************************', '111110100001011000111110011110101000011100110001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000001000']
[5163, '****************', '111110100001011000111110101011001011010000011000', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001111000100', '********************************', '******', '00010001', '****************', '0000000001000100']
[5164, '****************', '************************************************', '111110100001011000111110011101111000110001010110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5165, '****************', '111110100001011000111110010111011101011001110110', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001111000100', '********************************', '******', '00010001', '****************', '0000000000000100']
[5166, '****************', '************************************************', '111110100001011000111110011011010010000110101101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000000100']
[5167, '****************', '************************************************', '111110100001011000111110001010011110011000110000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000001000011']
[5168, '****************', '************************************************', '111110100001011000111110110000111010011101111110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000010000000000']
[5169, '****************', '************************************************', '111110100001011000111110111001011111100000110100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000000010']
[5170, '****************', '111110100001011000111110110100011100010010100011', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001111000100', '********************************', '******', '00000110', '****************', '0000000000100000']
[5171, '****************', '************************************************', '111110100001011000111110000000110001100010001101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000001000000000']
[5172, '****************', '************************************************', '111110100001011000111110100001000011011111101111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5173, '****************', '************************************************', '111110100001011000111110111010000010011011011011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000001000000000']
[5174, '****************', '************************************************', '111110100001011000111110001100001111101111101000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000010000000']
[5175, '****************', '************************************************', '111110100001011000111110100000010101111011110101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '1111111111000000']
[5176, '****************', '************************************************', '111110100001011000111110101101101010011101001111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000000001']
[5177, '****************', '************************************************', '111110100001011000111110011011101100001001111111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000010000']
[5178, '****************', '************************************************', '111110100001011000111110010010010110110000110010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000110100111101']
[5179, '****************', '************************************************', '111110100001011000111110110101011000011001100111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000010000000']
[5180, '****************', '************************************************', '111110100001011000111110101101011011100011001100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000001000100']
[5181, '****************', '************************************************', '111110100001011000111110000110010000111011100001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000100000000']
[5182, '****************', '************************************************', '111110100001011000111110110011001100010000001110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000001000000000']
[5183, '****************', '************************************************', '111110100001011000111110010011011000000111100011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000100000000']
[5184, '****************', '111110100001011000111110101011100101010111101001', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001111110010', '********************************', '******', '00000110', '****************', '0000000000000001']
[5185, '****************', '************************************************', '111110100001011000111110000011010101111101010011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000100000000000']
[5186, '****************', '************************************************', '111110100001011000111110101000010011101010100001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000001000100']
[5187, '****************', '************************************************', '111110100001011000111110101101010111000101010100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0100000000000000']
[5188, '****************', '111110100001011000111110101100100001110111101000', '************************************************', '0000100000000000', '************', '***', '01001001110110101001001111110010', '********************************', '******', '00010001', '****************', '0000000001000100']
[5189, '****************', '************************************************', '111110100001011000111110101111111101111110111100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000100000']
[5190, '****************', '************************************************', '111110100001011000111110001011001000000100001001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000010000']
[5191, '****************', '************************************************', '111110100001011000111110100111000100011010101000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0100000000000000']
[5192, '****************', '************************************************', '111110100001011000111110100000000110100010110111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0001000000000000']
[5193, '****************', '************************************************', '111110100001011000111110011011101111100001011100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000010000']
[5194, '****************', '************************************************', '111110100001011000111110100011000110110110101010', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000000000001']
[5195, '****************', '************************************************', '111110100001011000111110100010011101100001001111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000001000000']
[5196, '****************', '************************************************', '111110100001011000111110111100001000111111011001', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0001000000000000']
[5197, '****************', '************************************************', '111110100001011000111110010111001101010110011100', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000001000000000']
[5198, '****************', '************************************************', '111110100001011000111110100001001011000011100101', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000000000100000']
[5199, '****************', '************************************************', '111110100001011000111110110011110000111111011111', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00010001', '****************', '0000000001000000']
[5200, '****************', '************************************************', '111110100001011000111110001111110010010100000000', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000001000000000']
[5201, '****************', '************************************************', '111110100001011000111110100001111110100111111110', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0000100000000000']
[5202, '****************', '************************************************', '111110100001011000111110000001100001011000000011', '0000100000000000', '************', '***', '********************************', '10010000011101110010110100101100', '******', '00000110', '****************', '0001000000000000']
[5203, '****************', '************************************************', '111110100001011000111110101000011101011111110000', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00000110', '****************', '0000100000000000']
[5204, '****************', '************************************************', '111110100001011000111110101110011011110001110001', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0010000000000000']
[5205, '****************', '111110100001011000111110001111111000011000010001', '************************************************', '0000100000000000', '************', '***', '01001001110111001010010000001011', '********************************', '******', '00010001', '****************', '0000000100000000']
[5206, '****************', '************************************************', '111110100001011000111110010110110011011011010000', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00000110', '****************', '0000000000100000']
[5207, '****************', '************************************************', '111110100001011000111110111001100000110100110100', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0000000000010000']
[5208, '****************', '************************************************', '111110100001011000111110000000000111111101011101', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00000110', '****************', '0000000100000000']
[5209, '****************', '************************************************', '111110100001011000111110001000010000101101011100', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0000010000000000']
[5210, '****************', '************************************************', '111110100001011000111110001110110000010001100001', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '1000000000000000']
[5211, '****************', '************************************************', '111110100001011000111110010010000110011000110101', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0100000000000000']
[5212, '****************', '************************************************', '111110100001011000111110110001001000011010110110', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '1111111111111000']
[5213, '****************', '************************************************', '111110100001011000111110001100111111000101100100', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00000110', '****************', '0001000000000000']
[5214, '****************', '************************************************', '111110100001011000111110100110100101100101010011', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0000000001000100']
[5215, '****************', '************************************************', '111110100001011000111110111101000111000100010101', '0000100000000000', '************', '***', '********************************', '10010000011101110000111101100010', '******', '00010001', '****************', '0000001000000000']
